review_id,user_id,business_id,stars,useful,funny,cool,text,date
ZcMXgpxaa59gj9H5N3rUsg,fJBAsg3SITo9wAuUvdFsjA,L8rJht4Jw_BuR8gsckEWYg,1.0,0,0,0,my self and a few friends went the cheesecake factory on 12\/29\/17  I checked in around 640 and was told it would be an hour an 20 min which was fine. waiting on my party to arrive so after waiting and waiting yes the lobby was very crowded people every where . so after waiting for about 2 hours I went to desk and ask how much longer on my party and she said 15 mins more the buzzer finally went off . we were seated got drinks and finally food which the appetizers we order were sooooooo salty the buffalo blast which are my favorite .but this time were a let down to look salty the food we ordered came and everything my friends order was to salty and we really did not enjoy the food I will never return to this restaurant again I will go next door to maggiano. the food is too salty my friend left there with a blood pressure head ache. finally left the restaurant at 10 a total waste of time. stay away,2017-12-29 16:36:57
cl9kF7QX2HsdPai4YC-vEw,UOhsTndgSxGBu_bV0e88yw,L8rJht4Jw_BuR8gsckEWYg,5.0,1,0,0,"I had a delicious dinner. The chicken piccata was EXCELLENT!!! I am definitely a fan of angel hair pasta, and this one has a lemon sauce that just kept calling my name. The mushrooms and capers topped it off real fine. 
   The waiter was fantastic. He had a great sense of humor and was very observant. The bartender knows how to make a mean amaretto sour. 
   Can't go to the Cheesecake Factory and not order cheesecake..... The choices go on and on. I decided on the cherry cheesecake and I was not disappointed. It was good to the last bite. 
    Wish we had a Cheesecake Factory in Charleston, SC.
     10 out of 10!!!
YUMOLA!!!!",2018-04-04 15:53:05
FU1AqdzDsjm-TBQS05LLmg,3GcWh3GrdvgPsqPzAx7FNQ,L8rJht4Jw_BuR8gsckEWYg,5.0,1,0,0,"Now I know why they call it ""the Cheesecake Factory"" BEST cheesecake I ever had.  I ordered the sea salt and Carmel. The menu was literally 35 pages long, so it takes awhile to decide.  I went on a busy weekend night but my husband went up to the bar and ordered us Mai Tais and they were really good, we sat outside on a beautiful night with our mai Tais and people watched, the time went by quickly.  I ordered some spicy shrimp dish that was delicious, the bread was good and they had something for everyone. I will return.  Good service and not overly priced.",2016-05-31 05:17:05
gaRnRnT2gXEWd47Nb1gEPQ,AOVbO5VqXzPm0x01cFWV3A,L8rJht4Jw_BuR8gsckEWYg,3.0,1,0,0,"We had a great time at the cheesecake factory. We sat outside an the weather was great. The food was excellent. I had the shrimp and chicken gumboo....hummm humm.  Goood!!! My hubby had the flip flop salmon special. As usual he is not sure of the item but I know it was a special. It was great. The waitress was good, but we ordered drinks and had to ask if they were coming before or after we finished the food....lol  The Mai Tai made it...an it was gr8. We will definitely return as the summer time has a shorter wait time.",2013-07-13 19:52:54
MafD9Rlg9JcbzYH8auypBg,kMLLHLIvUBXyPusIA6I1tQ,L8rJht4Jw_BuR8gsckEWYg,3.0,0,0,0,Now I found my second favorite item on the 100 page menu. The truffle bacon cheese bread. It's delectable and delicious. I really coulda just had that - since it's was like a grilled cheese - an awesome high brow grilled cheese cut into 4 strips! I'm only giving 3 stars cause the pasta a order was ok. Basic. But my shrimp were terribly over cooked. Which I paid extra to add em. Live and learn.,2017-06-06 23:56:13
dIUQ9KCk7xyoanO8CDGvfg,HhYUDP1vR7CSRi2cvfai0Q,L8rJht4Jw_BuR8gsckEWYg,3.0,0,0,0,"Generally speaking I'm not a chain restaurant fan. This place is decent though. We came tonight for my moms birthday and I get the appeal for her. She's a midwestern bland food kind of person. Nothing wrong with that, but I am the exact opposite so I only find it ""ehhh"". The menu is insanely large and overwhelming. Seriously, I've never seen a restaurant have so many options and I'm not sure that's a good thing either. The prices are also very high, however one entree is enough food for two people so it evens out... Seriously the portions are ENORMOUS. I finally decided on the Parmesan crusted chicken and it came with mashed potatoes and green beans. The chicken tasted good but the Parmesan crust was soggy. The green beans were bland and underdone but the mashed were very good. It did take forever to get our food. This is definitely not the place to go if you're in a hurry. I love their pineapple upside down cheesecake however it's seasonal and not available... I haven't had it in years so it may not even be a thing anymore. I opted for the original; not bad but obviously comes in frozen and then thawed for sale. My mom got the key lime cheesecake and I wasn't a fan. I prefer New York style cheesecake and this was really thin. However if you prefer the thinner version you will love it and huge bonus point the whipped cream is homemade and not from a can!! Overall it's an a-okay place for a meal. It absolutely knows it's audience and appeals to them successfully. I get the success, just not a place I will be a regular at.",2016-11-22 02:51:34
WSWpvX4Rc6-0ikm_x6pObw,l0MBP2olaZc5_SP5nWTCWg,L8rJht4Jw_BuR8gsckEWYg,4.0,3,1,2,"I like Cheesecake Factory not just for the cheesecakes. Good selection of food for lunch or dinner.  I had the shrimp and chicken gumbo and was able to get brown rice with that which is great. The menu has plenty of burgers, sandwiches, steaks, burritos, etc. good selection of salads as well. 
The downside to Cheesecake Factory is the wait to get a table. They are usually pretty busy during normal meal times. I was with a large group and was told the wait would be 30 to 45 minutes but we only waited about 20 minutes.",2015-07-28 19:41:39
6x0MI4sDIZjaBjKd0QjO0w,4rgp_DxLgTvJFfbDcKGXiw,L8rJht4Jw_BuR8gsckEWYg,4.0,2,0,0,"I had always seen The Cheesecake Factory at malls and never had a desire to have a go at it.  Though this passed week I was with family and they had so much good things to say about it, we decided on it for lunch.  
The menu had just about everything you could imagine.  The family and I Had a wonderful meal, the food was excellent with  something for everyone.  There was a variety of choices to pick from and the portions were absolutely monstrous.
The service was timely, well executed and gave us refills promptly.  We finished the meal with desert and man the cheesecake was outstanding.  If you are in the area and want a meal of what felt like an endless amount of food, you should give it a shot.",2017-09-21 01:08:02
h3pBwZOk_WgbUlzWjVRlhw,OEa3JU_fXWtkM4nZjNp8rg,L8rJht4Jw_BuR8gsckEWYg,4.0,0,2,0,"This place is GORGEOUS! I have to say that the decor is like nothing I have ever seen in a restaurant. Very high ceilings and a gorgeous, well stocked bar. Waiters wear all white (shirt, pants, shoes and even the belt is white) and are very friendly\/attentive. We had sun dried tomato pasta and a pizza. Finished it off with Red Velvet Cheesecake....big enough to share, and OMG delicious! My only ""gripe"" is that they serve free bread baskets and we never got one, forcing us to order an appetizer because my blood sugar was crashing and I needed food quickly. Fried zuchinni was to die for, and for only $5 it is a very cheap appetizer. Overall, very good and can't wait to go back!
PS, the menu is an actual book, so there is something for everyone!",2012-06-27 04:54:31
sSwaHT9kUTeP78JBcC4XmA,VlMwYAZRkCA7k1nqo2YE1w,L8rJht4Jw_BuR8gsckEWYg,5.0,0,0,0,Alex was our waiter and he was awesome! We celebrated our 35th and our daughter's 5th wedding anniversary ... dinner was delicious and of course the cheesecake was the best!!,2017-07-08 22:23:33
-6QeB6TwiuTraDMB4Lfzfw,69shVIf4wXO7tpeXYOBTtw,L8rJht4Jw_BuR8gsckEWYg,1.0,1,0,0,"We come here once in a while mostly for special occasions or when we really crave it , so we went for dinner last night , and we ordered the calamari I had two pieces of it on my third one I found a long black hair fried into the calamari , we finally got our servers attention after about 15 min . He called the manager who just came over and looked irritated he just said we will switch it out no sorry's or anything . We finally got the calamari after our entres and almost at the end of the meal so what's the point of that ""appetizer"" .So we got our entrees I ordered a steak Diane and our server didn't brother to bring a steak knife until my husband finally flagged him down again and he looked irritated, we also got the shrimp scampi which didn't come with the angel pasta as so that's what our server told us I looked up in the website and it clearly says its served with angel pasta and our server just said oh it's separate and left quickly. Seemed like he didn't want to serve us , me and my husband are pretty young we are 23 and maybe he thought we wouldn't leave him a good tip but we always do when we dine out . Very disappointed with our meal and the service it sucks  because we really enjoyed coming here .We paid almost $70 for a meal that was all messed up .",2018-07-26 16:34:02
SiOoXYiEQckLVVBD80CNNg,5D-dRCD5dqy8Pe99LgKFxg,L8rJht4Jw_BuR8gsckEWYg,4.0,0,0,0,"The wait was pretty long, but that was expected as it was Saturday night and we didn't make reservations.  The food was fabulous.  Cheesecake was the best as usual.  I love having enough food leftover for a midnight snack!",2015-04-29 17:22:07
lQ7ihpsYnMp0D-riC023XA,NZLjfPSK53WB5DfNkcza0g,L8rJht4Jw_BuR8gsckEWYg,4.0,0,0,0,"First time to eat here. Don't understand why we had to give our name and wait to be called before being seated as we were one of the first customers they had and the place was still empty.  It did fill up fast though.  Over all a good experience. Was busy at opening with people waiting to get in. Service seemed a little slow and we had to wait quite some time for our food.  Mostly the only complaint I have.  Though a slice of cheesecake was a bit much at $7.95,  but I guess they have to make their money someway. I would eat here again.",2017-07-29 08:02:17
vV3zhyB79NcpSrJnYEINQQ,Z78cyMz4pFylsCgWwFqSXA,L8rJht4Jw_BuR8gsckEWYg,4.0,1,0,2,"I'll make this short and simple. The wait time was not very bad for a pre-4th of July dinner eating. Only had to wait 45 minutes or so. The food is good, just like and Cheesecake Factory that I have been to...Wait, it's Cheesecake Factory, the food is AWESOME! The only reason that I am giving this 4 stars and not five is that we had an annoying waiter and waitress issue at the beginning of our service. There were 4 people that saw us in the first 10 minutes of being there. We ordered drinks with 3 different people and then almost ordered dinner with two people. Finally when we got our waitress she was awesome!

I got the Bang Bang Chicken and Shrimp, awesome as usual! P.S. I need to try something new next time. I got the chocolate cake, 5 stars for that! It even tasted better the next day!",2015-07-05 15:00:42
oZA2gNiabvi_pKX4itk-9A,ZpwPC2Dpj3OsN0JsFFwmdQ,L8rJht4Jw_BuR8gsckEWYg,4.0,1,0,0,Really great service.  The wait wasn't long even though it was crowded.  We sat at the bar while we waited for our table.  The staff was very kind and attentive despite how busy it was.  Ordered steak that was prepared well.  Martinis were perfect.  They have a lot to choose from and the cheesecake was pretty good.,2015-11-18 22:54:46
0_amzs9du0v9iSX4ilbfYg,tN5OWA20rTvpJgtVw-eJMA,L8rJht4Jw_BuR8gsckEWYg,5.0,0,0,0,Great place to eat at me and my fiancée had a great time there and the waiter was great at her job. I would recommend going back again soon,2017-01-28 09:04:50
78IpmJleuVKIySxWv6Mbow,-Z7qT8zAczflAlu8TonYGg,L8rJht4Jw_BuR8gsckEWYg,1.0,0,0,0,I was really disappointed with my foods and services! We came in at 1:50 pm and waited for 15 mins just to order our drinks!!! And we didn't get our food till 1 hour later....and waited for 40mins for him to stop by so I can request for our check! This is ridiculous!!!!!! If I can give negative stars! I would!!!,2013-11-14 20:26:27
7Ubhgt-tSzT_cZTNyf89Tw,QXaRek__Hiw1UuyfzZ6DKQ,L8rJht4Jw_BuR8gsckEWYg,3.0,0,0,0,"if you have friends visiting town, this is such a great place to take them.  With one of the most beautiful and unique decors I've seen, plus the South Park location, you just can't go wrong.  And where else do you go where the menu is literally like a small book?!

That huge menu selection can seem a bit overwhelming, so ask the servers for suggestions if you need to.  I really enjoy their small plates and find the selection to be nicely varied over several different styles of food.  Several of the menu selections are also inventive and fun.  If you're not on the small plates menu, make some room because the rest of the portions are what I like to call ""ginormous""!  Everything is good, though, every time.

Now, don't forget to flip to the back TWO pages of that menu-novella.  You MUST at least consider the decadence of a slice of cheesecake.  Overwhelmed again?  Just close your eyes and point, it's impossible to make a bad choice.  (Hmm.. maybe I like cheesecake more than I realized)

My rating is 3 stars for one reason.. price.  It's not the best deal you'll find, but I also understand you're paying for some ambiance and style here.  It is a way, however, to dine in a really nice area with some wow-factor thrown in.",2012-08-16 17:26:27
8zzeoKgKI4yWzP9UX5Abdw,MRCZuUCLaUwxar6FnyJf4A,L8rJht4Jw_BuR8gsckEWYg,4.0,1,0,0,"I have heard a lot of good things about The Cheesecake Factory in my travels and on my recent trip to Charlotte I got a chance to visit one. I was immediately wowed by the general style of the place and felt like I should have worn something a little nicer. The staff was friendly and the menu was almost too big. Portions were decent and prices were about what you would expect. I got the Garlic Noodles with chicken and was surprised to find bones in the chunks of chicken they put on. Then came the cheese cake, which was fantastic. I would come here again, no doubt about it.",2013-10-03 21:47:32
MpG9I1y3h0Xhy5GRIKXSkA,2xLBFCtjaREAPUE2KBpA0g,L8rJht4Jw_BuR8gsckEWYg,3.0,0,0,0,"The wait was long on Wednesday night, we were sitting down looking at empty tables for 10 minutes before we were seated. Total wait time was 20 minutes though.

The bread they brought to the table was cold and hard and the butter was in individual packages equally cold. The food was good when we got it. I loved the LUAU SALAD. It was so delicious and plentiful. 14.95 is kinda high for a salad but it was worth it.",2016-03-31 23:04:25
CeBAOUvNIi7aXPmNAMK4Eg,X5m2-pjKY4oPmfvTsZOddw,L8rJht4Jw_BuR8gsckEWYg,5.0,0,0,0,Food was amazing as always. Took cheesecake and leftovers home which were still awesome the next day!!,2015-09-01 10:49:42
hh0xi6e_HdMS234ZUmRFww,FckJWKjzZHnT51jKD82lYw,L8rJht4Jw_BuR8gsckEWYg,4.0,0,0,0,"Let me tell you about our amazing experience at the Cheesecake Factory! I've been meaning to write this review for awhile. My boyfriend and I just came for cheesecake, which was amazing per usual. We also asked for our leftover bread to go, but Jonathan L came in clutch and gave us AN entire loaf. We will definitely come back to this location. His service was also on point!!",2018-05-29 01:18:21
_mPgxWNSM9UVlT7biOUh4g,n177H87YEU26-0zaMNSwrA,L8rJht4Jw_BuR8gsckEWYg,2.0,2,0,0,Not at all what it use to be! My husband and I stopped in for appetizers and dessert no drinks and spent nearly $50.The food was mediocre and the service was poor!My husband and I decided to enjoy the cheesecake at home.Our server was unattentive until near the end of our meal. Deffinetley not a value.,2018-07-08 03:45:00
cNRvg1JUGq-OfHIWZYC55g,d67s9Wp4f4W41oZx3nArBQ,L8rJht4Jw_BuR8gsckEWYg,5.0,0,0,0,"Food here was excellent as was the service. We came on a crowded Saturday evening, but were able to be seated fairly quickly. Our server got all the order correct and the food showed up in less than 10 minutes. I was impressed with the flavor and would recommend here for anyone in the area.",2014-05-28 01:39:25
2QSCF2bTU8zQfcjlP2ZO4w,L2-BDYZCPz5RPsWVn4EaOA,L8rJht4Jw_BuR8gsckEWYg,5.0,0,0,0,"Great service, delicious food! You gotta try the stuffed mushrooms. My husband and I have gone here for our last two Anniversary ""early dinners"" that have landed during the week which is great! Still a lot of people but the place is so large you can find a corner that is cozy enough to enjoy your meal and company.",2018-01-22 20:31:38
44-hsbN0igbLXolD6Dm2FA,1PaiymPsXX2qYuHiZcIhvA,L8rJht4Jw_BuR8gsckEWYg,1.0,0,0,0,Three of us sat at a high top table and received terrible service. The waiter had four tables and neglected ours the entire time while catering to a table of young women next to ours. We waited a total of over an hour and a half from start to finish. All of this honestly wasn't that bad because the food was good so I didn't really care BUT I ordered cheesecake to go and he gave me the wrong kind. Really upsetting and traumatizing. Overall terrible experience.,2018-05-10 02:22:14
Vjy7wHBgNq6FPrpsaEMv-Q,IkJp5ptjfFW55RGVd5Lrug,L8rJht4Jw_BuR8gsckEWYg,3.0,0,0,0,So I have been to a few different Cheesecake Factories and they all have one thing in common. Go there for the cheesecake the entrees and appetizers and all the other meals are more than subpar. I feel that it is overpriced especially since the food really is not all that great. But if you're looking for a good dessert then that's where you should go. I would recommend going restaurant hopping and getting your entrée somewhere else and then coming here for dessert.,2016-10-14 18:52:08
WHMH1SuGPGE_i5oVkJCjbg,JRkXBUqObvJnvG2UxPZ5FQ,L8rJht4Jw_BuR8gsckEWYg,3.0,0,0,0,"I am usually a Cheesecake Factory fan, but my experience this time was only sub-par.  I arrived at 12:30 pm on Sunday and the wait was over 1 hour.  I realize this isn't the fault of the restaurant, but that time just seemed excessive.  I was actually seated in about 35 minutes.   
I ordered the Salmon and Steak Diane combo and asked for the Miso salmon instead of the herb salmon and the server said that would be okay.  They have done it for me in the past and I figured they would do it again.   Well, they brought out my meal with the herb salmon and I was sadly disappointed.  The server seemed a little busy and a bit disheveled.  
I tried their special salted caramel cheesecake.   It may be my new favorite one.   The cheesecake is work 5 stars, but the service and food brought it down to 3.",2016-03-07 17:21:08
hAj1KsOWuiopcFUFzo3JbA,R2Ag0uBbhb4n8y1VeAMmzw,L8rJht4Jw_BuR8gsckEWYg,5.0,0,0,0,"Having been to The Cheesecake Factory many times, we anticipated great food and great service. That is exactly what we got tonight. Our server was attentive to our table, including our two children, and she made sure we enjoyed our meal and our experience at The Cheesecake Factory. Having seen other people try several other menu items, we each decided to try new things. We started off with the Fried Macaroni and Cheese and Guacamole & Chips. My wife had the Lettuce Wrap, I had the Louisiana Chicken Pasta, and our guest had the Pasta Di Vinci. We will each have these again one day soon...unless we decide to try something new again. We always enjoy our meals and service at The Cheesecake Factory. (Sorry we did not post pictures this time, we were really hungry).",2017-09-10 03:23:19
lac1jLmoKUkYvvS8Cd0RHA,NgBYSAf3BQUX0Mwj0Y_vjQ,L8rJht4Jw_BuR8gsckEWYg,1.0,2,2,0,"Ugh. Being a student at UNCC, I rarely venture to the South Park area. For my 21st birthday all I wanted to do was eat at the infamous Cheesecake Factory. We went around 3ish so the wait was only about 5minutes. 

Being my 21st I kind of expected for the server to at least notice when I got carded and ordered drinks that it was my birthday and he didn't. The drinks were good though. My boyfriend told the server as he passed by that I was a little hurt and the climatic moment I had been waiting for was ruined and he admitted that he only checked the year. 

Overall the food was meh. I got the steak Diane and shrimp scampi with mashed potatoes. They must pre plate the potatoes when you get the combinations because it turned into a molded shape in the middle. The shrimp and steak were bleh and I can't even complain that I only received 3 shrimps and 3 steak medallions because they weren't very good. Boyfriend got the teriyaki chicken and it was fatty. He said it was alright but the menu says it comes with a plantain. They had a grilled banana on it- maybe they expect people to not know the difference? 

Cheesecake was very good though. 

I will never be visiting again. The server did the bare minimum. We left spending $115 including tip but the boyfriend was charged $121. Even though it's $6, that's sketchy. Boyfriend called the manager and the manager said to call his bank because he saw that we were charged $115 but he had to keep explaining that he was over charged. I work at a restaurant and the boyfriend has a chef for a brother so we both are familiar with the service industry and I will never eat at a place with servers bold enough to readjust tips that have a manager that could care less.",2014-05-27 13:02:46
9_itOwiWeDQHfGY4CzCjqw,r7RdCrF0SpzFoUWFb_8oyA,L8rJht4Jw_BuR8gsckEWYg,2.0,5,0,0,"I love CF but the Thai wraps we got tonight were not good. The chicken was a bit undercooked and mushy. It's disappointing when you have to wait so long to eat here and it's not cheap. 
The cheesecake was amazing as usual.",2017-11-19 02:59:52
e0ulWFAu4mxYrH0un7vMvA,vDrc1gFwisSaduOjU0PwSA,L8rJht4Jw_BuR8gsckEWYg,2.0,0,0,0,Stopped in for some cheesecake to go and found the service I received to be very slow and unorganized.  Especially considering there was no line in front of me when I arrived yet I still had to wait 7 minutes just to place my order.,2017-12-18 01:27:56
N13gImLIP-zk_ahkzhBEdA,2G-Ri37rwKxxNoyoDdOR3g,L8rJht4Jw_BuR8gsckEWYg,3.0,0,0,0,"We both enjoyed our starters, which were the Crispy taquitos and the Avocado eggrolls! YUM! 

I had the Jamaican Black Pepper Shrimp, which was good. The plantains were great! Crispy and spicy on the outside and smooth and creamy inside! My companion had the Cajun Jambalaya Pasta, but he ordered it with brown rice instead. He didn't like it so much. There was too much rice! 

Our server lacked enthusiasm and was sub par really. 

We got cheesecake to go. I had the Kahlua Cocoa Coffee and he had the Oreo. Both were creamy and delicious!",2012-06-30 16:29:59
bmi7BVsu5PQEoaAgjxVJGQ,VKlzfFJUd6ANLktObH0BhA,L8rJht4Jw_BuR8gsckEWYg,4.0,1,0,1,"I thought I had already written this but maybe not.  Had around 7 kids and an adult with me and went for lunch.  Well, little did we know we should have reservations for such a party and no way we were getting in.  So we went in the line for a slice of cheesecake each.  Wow, what a selection.  And the line moved pretty well.   I have to say that the value in that cheese cake is pretty strong.  I had one with about 20 ingredients and it was huge.  Everyone really loved theirs.  I look forward to going back.",2016-06-23 20:57:01
GmgWITQ-34shNKmkhXOSTQ,DCvB1pNiyVCqXaBuHf_gVw,L8rJht4Jw_BuR8gsckEWYg,2.0,0,0,0,"If you have had a long day  are tired of inconsistent service and food try ....   Awesome service ALWAYS. .. in the ""BAR AREA"" from...Clarke, Amie, Jason, Jeremy ! 
Thanks. ...Yummy",2015-04-30 03:13:45
